Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
494263,21340,,-14,2010-01-12 16:47:00,0.0,,United Kingdom
494262,85120,,-24,2010-01-12 16:47:00,0.0,,United Kingdom
494265,37345,,-68,2010-01-12 16:55:00,0.0,,United Kingdom
494266,21967,MIA,-512,2010-01-12 16:56:00,0.0,,United Kingdom
494273,21364,,-39,2010-01-13 10:04:00,0.0,,United Kingdom
494279,84029C,,-44,2010-01-13 10:41:00,0.0,,United Kingdom
494340,84997A,,-290,2010-01-13 13:06:00,0.0,,United Kingdom
494341,84997D,,-300,2010-01-13 13:07:00,0.0,,United Kingdom
494377,84572,,-1,2010-01-13 16:41:00,0.0,,United Kingdom
494388,35918B,,-12,2010-01-14 09:58:00,0.0,,United Kingdom
494393,21480,,-23,2010-01-14 10:25:00,0.0,,United Kingdom
494446,79321,,-190,2010-01-14 13:18:00,0.0,,United Kingdom
494487,21252,,-12,2010-01-14 17:08:00,0.0,,United Kingdom
494631,72796A,,-18,2010-01-15 16:52:00,0.0,,United Kingdom
494723,84972M,,-1,2010-01-18 12:25:00,0.0,,United Kingdom
494796,82553,,-160,2010-01-18 14:22:00,0.0,,United Kingdom
494800,82577,,-54,2010-01-18 14:50:00,0.0,,United Kingdom
494925,79321,,-1,2010-01-20 10:11:00,0.0,,United Kingdom
495064,71028B,,-109,2010-01-20 16:37:00,0.0,,United Kingdom
495066,72772,,-67,2010-01-20 16:53:00,0.0,,United Kingdom
495067,17014A,,-181,2010-01-20 16:53:00,0.0,,United Kingdom
495068,72753D,,-15,2010-01-20 16:54:00,0.0,,United Kingdom
495069,20965,,-27,2010-01-20 17:11:00,0.0,,United Kingdom
495092,84450A,,-36,2010-01-21 11:01:00,0.0,,United Kingdom
495180,16240,,-40,2010-01-21 13:36:00,0.0,,United Kingdom
495191,84933D,,-4,2010-01-21 14:51:00,0.0,,United Kingdom
495199,17061,,-1198,2010-01-21 16:25:00,0.0,,United Kingdom
495204,16200A,,-3,2010-01-21 16:39:00,0.0,,United Kingdom
495205,20844,,-4,2010-01-21 16:41:00,0.0,,United Kingdom
495207,21254,,-12,2010-01-21 16:50:00,0.0,,United Kingdom
495210,16044,,-1129,2010-01-21 16:58:00,0.0,,United Kingdom
495211,16254,,-109,2010-01-21 16:58:00,0.0,,United Kingdom
495209,16051,,-378,2010-01-21 16:58:00,0.0,,United Kingdom
495212,21325,,-2,2010-01-21 17:00:00,0.0,,United Kingdom
495213,21406,,-8,2010-01-21 17:02:00,0.0,,United Kingdom
495214,20937,,-170,2010-01-21 17:06:00,0.0,,United Kingdom
495216,21753,,-2,2010-01-21 17:14:00,0.0,,United Kingdom
495217,35813A,,-12,2010-01-21 17:27:00,0.0,,United Kingdom
495219,37445A,,-1,2010-01-21 17:31:00,0.0,,United Kingdom
495220,37445C,,-16,2010-01-21 17:31:00,0.0,,United Kingdom
495218,37365Y,,-148,2010-01-21 17:31:00,0.0,,United Kingdom
495221,37445D,,-10,2010-01-21 17:32:00,0.0,,United Kingdom
495222,37350,,-121,2010-01-21 17:37:00,0.0,,United Kingdom
495223,37353,,-179,2010-01-21 17:37:00,0.0,,United Kingdom
495278,82093,,-1,2010-01-22 11:42:00,0.0,,United Kingdom
495296,37493C,,-36,2010-01-22 13:35:00,0.0,,United Kingdom
495297,37493B,,-37,2010-01-22 13:36:00,0.0,,United Kingdom
495298,37493D,,-44,2010-01-22 13:36:00,0.0,,United Kingdom
495299,84874A,,-1,2010-01-22 13:38:00,0.0,,United Kingdom
495301,84898E,,-7,2010-01-22 13:39:00,0.0,,United Kingdom
495305,79023B,,-57,2010-01-22 14:06:00,0.0,,United Kingdom
495306,84933B,,-8,2010-01-22 14:08:00,0.0,,United Kingdom
495315,21348,,-45,2010-01-22 14:41:00,0.0,,United Kingdom
495320,21493,,-6,2010-01-22 15:40:00,0.0,,United Kingdom
495321,21490,,-16,2010-01-22 15:41:00,0.0,,United Kingdom
495323,72768,,-6,2010-01-22 15:46:00,0.0,,United Kingdom
495324,44266F,,-2,2010-01-22 15:54:00,0.0,,United Kingdom
495326,47581A,,-16,2010-01-22 15:55:00,0.0,,United Kingdom
495325,47565,,-16,2010-01-22 15:55:00,0.0,,United Kingdom
495327,79065B,,-2,2010-01-22 15:59:00,0.0,,United Kingdom
495328,84344,,-8,2010-01-22 16:01:00,0.0,,United Kingdom
495329,84494B,,-20,2010-01-22 16:01:00,0.0,,United Kingdom
495337,84575A,,-14,2010-01-22 17:10:00,0.0,,United Kingdom
495336,84681,,-36,2010-01-22 17:10:00,0.0,,United Kingdom
495338,84630,,-38,2010-01-22 17:11:00,0.0,,United Kingdom
495339,84555A,,-19,2010-01-22 17:14:00,0.0,,United Kingdom
495403,18096C,,-171,2010-01-25 09:45:00,0.0,,United Kingdom
495410,72751D,,-20,2010-01-25 11:08:00,0.0,,United Kingdom
495411,72234,,-66,2010-01-25 11:08:00,0.0,,United Kingdom
495412,72715,,-30,2010-01-25 11:11:00,0.0,,United Kingdom
495413,72697A,,-32,2010-01-25 11:15:00,0.0,,United Kingdom
495464,72024HC,,-3669,2010-01-25 12:07:00,0.0,,United Kingdom
495532,72739B,,-211,2010-01-25 15:29:00,0.0,,United Kingdom
495550,21496,,-200,2010-01-25 16:14:00,0.0,,United Kingdom
495589,72739C,,-65,2010-01-26 10:23:00,0.0,,United Kingdom
495594,72789,,-72,2010-01-26 10:29:00,0.0,,United Kingdom
495874,85049C,,-141,2010-01-27 11:25:00,0.0,,United Kingdom
495876,16156A,,-12,2010-01-27 11:33:00,0.0,,United Kingdom
495877,16169H,,-64,2010-01-27 11:33:00,0.0,,United Kingdom
495878,21502,,-21,2010-01-27 11:37:00,0.0,,United Kingdom
495879,21036,,-12,2010-01-27 11:38:00,0.0,,United Kingdom
495888,84706A,,-6,2010-01-27 12:19:00,0.0,,United Kingdom
495890,84706C,,-9,2010-01-27 12:19:00,0.0,,United Kingdom
495891,72753A,,-2,2010-01-27 12:20:00,0.0,,United Kingdom
495892,82076,,-26,2010-01-27 12:21:00,0.0,,United Kingdom
495894,35822P,,-3,2010-01-27 12:23:00,0.0,,United Kingdom
495996,22168,Damages,-243,2010-01-28 11:41:00,0.0,,United Kingdom
495997,85167A,,-31,2010-01-28 11:42:00,0.0,,United Kingdom
495998,72750D,,-8,2010-01-28 11:44:00,0.0,,United Kingdom
496005,84642,,-2,2010-01-28 12:30:00,0.0,,United Kingdom
496006,84641,damages,-51,2010-01-28 12:30:00,0.0,,United Kingdom
496079,47340A,,-1,2010-01-28 17:50:00,0.0,,United Kingdom
496091,72740B,,-76,2010-01-29 10:03:00,0.0,,United Kingdom
496353,22139,,-58,2010-02-01 09:47:00,0.0,,United Kingdom
496364,84879,Dotcom multiples,-441,2010-02-01 11:15:00,0.0,,United Kingdom
496482,22169,,-16,2010-02-01 16:57:00,0.0,,United Kingdom
496485,17120,,-1,2010-02-01 17:03:00,0.0,,United Kingdom
496508,84520D,,-284,2010-02-02 10:37:00,0.0,,United Kingdom
496619,21479,,-1,2010-02-03 09:15:00,0.0,,United Kingdom
496639,85193S,,-80,2010-02-03 11:13:00,0.0,,United Kingdom
496645,21855,,-1,2010-02-03 12:03:00,0.0,,United Kingdom
496646,16131,,-1,2010-02-03 12:14:00,0.0,,United Kingdom
496648,20720,,-1,2010-02-03 12:15:00,0.0,,United Kingdom
496647,18094A,,-1,2010-02-03 12:15:00,0.0,,United Kingdom
496649,20879,,-1,2010-02-03 12:16:00,0.0,,United Kingdom
496650,21345,,-1,2010-02-03 12:19:00,0.0,,United Kingdom
496653,21475,,-1,2010-02-03 12:31:00,0.0,,United Kingdom
496660,21047,,-1,2010-02-03 12:36:00,0.0,,United Kingdom
496678,21052,,-1,2010-02-03 12:51:00,0.0,,United Kingdom
496707,21862,,-1,2010-02-03 13:47:00,0.0,,United Kingdom
496708,21863,,-1,2010-02-03 13:47:00,0.0,,United Kingdom
496709,40046C,,-1,2010-02-03 13:51:00,0.0,,United Kingdom
496711,72045A,,-1,2010-02-03 13:54:00,0.0,,United Kingdom
496712,72748,,-1,2010-02-03 13:54:00,0.0,,United Kingdom
496713,79064C,,-1,2010-02-03 13:55:00,0.0,,United Kingdom
496714,79302C,,-1,2010-02-03 13:55:00,0.0,,United Kingdom
496715,79302J,,-1,2010-02-03 13:57:00,0.0,,United Kingdom
496716,79308B,,-1,2010-02-03 13:57:00,0.0,,United Kingdom
496717,84248E,,-1,2010-02-03 13:59:00,0.0,,United Kingdom
496718,84933D,,-1,2010-02-03 14:02:00,0.0,,United Kingdom
496720,85057,,-1,2010-02-03 14:03:00,0.0,,United Kingdom
496721,90097,,-1,2010-02-03 14:03:00,0.0,,United Kingdom
496722,DCGSSGIRL,,-1,2010-02-03 14:04:00,0.0,,United Kingdom
496723,21489,,-1,2010-02-03 14:05:00,0.0,,United Kingdom
496724,21835,,-1,2010-02-03 14:06:00,0.0,,United Kingdom
496726,35818C,,-1,2010-02-03 14:21:00,0.0,,United Kingdom
496731,72755A,,-1,2010-02-03 14:24:00,0.0,,United Kingdom
496732,79333,,-1,2010-02-03 14:25:00,0.0,,United Kingdom
496736,82576,,-1,2010-02-03 14:26:00,0.0,,United Kingdom
496734,82096,,-1,2010-02-03 14:26:00,0.0,,United Kingdom
496738,84567,,-1,2010-02-03 14:27:00,0.0,,United Kingdom
496740,DCGS0006,,-1,2010-02-03 14:28:00,0.0,,United Kingdom
496741,DCGS0016,,-1,2010-02-03 14:29:00,0.0,,United Kingdom
496742,DCGS0027,,-1,2010-02-03 14:29:00,0.0,,United Kingdom
496744,DCGS0036,,-1,2010-02-03 14:35:00,0.0,,United Kingdom
496746,DCGS0039,,-1,2010-02-03 14:36:00,0.0,,United Kingdom
496747,16245B,,-2,2010-02-03 14:49:00,0.0,,United Kingdom
496748,16222B,,-2,2010-02-03 14:50:00,0.0,,United Kingdom
496749,17017,,-2,2010-02-03 14:51:00,0.0,,United Kingdom
496751,18033,,-2,2010-02-03 14:52:00,0.0,,United Kingdom
496752,21301,,-2,2010-02-03 14:56:00,0.0,,United Kingdom
496753,21525,,-2,2010-02-03 14:57:00,0.0,,United Kingdom
496754,21601,,-2,2010-02-03 14:58:00,0.0,,United Kingdom
496755,35001C,,-2,2010-02-03 14:59:00,0.0,,United Kingdom
496756,35232,,-2,2010-02-03 15:00:00,0.0,,United Kingdom
496757,37504,,-2,2010-02-03 15:01:00,0.0,,United Kingdom
496758,48173A,,-2,2010-02-03 15:02:00,0.0,,United Kingdom
496760,72809,,-2,2010-02-03 15:03:00,0.0,,United Kingdom
496759,72798B,,-2,2010-02-03 15:03:00,0.0,,United Kingdom
496761,79057B,,-2,2010-02-03 15:03:00,0.0,,United Kingdom
496763,84341A,,-2,2010-02-03 15:04:00,0.0,,United Kingdom
496762,79082C,,-2,2010-02-03 15:04:00,0.0,,United Kingdom
496764,84585L,,-2,2010-02-03 15:05:00,0.0,,United Kingdom
496766,84699,,-2,2010-02-03 15:06:00,0.0,,United Kingdom
496765,84672A,,-2,2010-02-03 15:06:00,0.0,,United Kingdom
496767,84752B,,-2,2010-02-03 15:07:00,0.0,,United Kingdom
496769,84845A,,-2,2010-02-03 15:08:00,0.0,,United Kingdom
496776,85051,,-2,2010-02-03 15:55:00,0.0,,United Kingdom
496777,85056,,-2,2010-02-03 15:56:00,0.0,,United Kingdom
496778,85077,,-2,2010-02-03 15:57:00,0.0,,United Kingdom
496779,85171,,-2,2010-02-03 15:58:00,0.0,,United Kingdom
496780,16248A,,-3,2010-02-03 15:59:00,0.0,,United Kingdom
496781,18096B,,-3,2010-02-03 16:00:00,0.0,,United Kingdom
496782,21227,,-3,2010-02-03 16:02:00,0.0,,United Kingdom
496784,70037L,,-3,2010-02-03 16:04:00,0.0,,United Kingdom
496785,35473,,-3,2010-02-03 16:05:00,0.0,,United Kingdom
496789,16065A,,-2,2010-02-03 16:44:00,0.0,,United Kingdom
496790,18010,,-2,2010-02-03 16:45:00,0.0,,United Kingdom
496791,21183,,-2,2010-02-03 16:45:00,0.0,,United Kingdom
496793,37432,,-2,2010-02-03 16:46:00,0.0,,United Kingdom
496794,84648,,-1,2010-02-03 16:47:00,0.0,,United Kingdom
496795,84705E,,-2,2010-02-03 16:48:00,0.0,,United Kingdom
496796,84825,,-2,2010-02-03 16:48:00,0.0,,United Kingdom
496797,84933A,,-2,2010-02-03 16:49:00,0.0,,United Kingdom
496798,90197A,,-2,2010-02-03 16:50:00,0.0,,United Kingdom
496799,85069,,-2,2010-02-03 16:50:00,0.0,,United Kingdom
496806,79315B,,-3,2010-02-04 09:39:00,0.0,,United Kingdom
496807,72754D,,-3,2010-02-04 09:41:00,0.0,,United Kingdom
496808,79070B,,-3,2010-02-04 09:42:00,0.0,,United Kingdom
496809,84460A,,-3,2010-02-04 09:43:00,0.0,,United Kingdom
496810,84750C,,-3,2010-02-04 09:43:00,0.0,,United Kingdom
496811,84810C,,-3,2010-02-04 09:44:00,0.0,,United Kingdom
496812,84938,,-3,2010-02-04 09:44:00,0.0,,United Kingdom
496813,85105,,-3,2010-02-04 09:45:00,0.0,,United Kingdom
496814,DCGS0060,,-3,2010-02-04 09:46:00,0.0,,United Kingdom
496815,16192,,-4,2010-02-04 09:47:00,0.0,,United Kingdom
496844,21170,,-4,2010-02-04 11:30:00,0.0,,United Kingdom
496845,35442,,-4,2010-02-04 11:32:00,0.0,,United Kingdom
496846,35960,,-4,2010-02-04 11:33:00,0.0,,United Kingdom
496847,37438,,-4,2010-02-04 11:36:00,0.0,,United Kingdom
496848,37483,,-4,2010-02-04 11:37:00,0.0,,United Kingdom
496849,72348B,,-4,2010-02-04 11:38:00,0.0,,United Kingdom
496852,72771C,,-4,2010-02-04 11:41:00,0.0,,United Kingdom
496853,84395,,-4,2010-02-04 11:43:00,0.0,,United Kingdom
496855,DCGS0056,,-4,2010-02-04 11:46:00,0.0,,United Kingdom
496854,85148,,-4,2010-02-04 11:46:00,0.0,,United Kingdom
496856,16155H,,-5,2010-02-04 11:47:00,0.0,,United Kingdom
496857,21104,,-5,2010-02-04 11:50:00,0.0,,United Kingdom
496858,37490C,,-5,2010-02-04 12:01:00,0.0,,United Kingdom
496859,45008L,,-5,2010-02-04 12:01:00,0.0,,United Kingdom
496861,84897A,,-5,2010-02-04 12:02:00,0.0,,United Kingdom
496860,72620A,,-5,2010-02-04 12:02:00,0.0,,United Kingdom
496874,21893,,-1,2010-02-04 13:45:00,0.0,,United Kingdom
496875,75132,,-3,2010-02-04 13:45:00,0.0,,United Kingdom
496878,84626,,-3,2010-02-04 13:47:00,0.0,,United Kingdom
496879,10109,,-4,2010-02-04 13:47:00,0.0,,United Kingdom
496880,20753,,-4,2010-02-04 13:48:00,0.0,,United Kingdom
496884,44276,,-4,2010-02-04 14:14:00,0.0,,United Kingdom
496883,21909,,-4,2010-02-04 14:14:00,0.0,,United Kingdom
496885,47554,,-4,2010-02-04 14:15:00,0.0,,United Kingdom
496886,72796C,,-4,2010-02-04 14:15:00,0.0,,United Kingdom
496890,82039C,,-4,2010-02-04 14:16:00,0.0,,United Kingdom
496887,79301,,-4,2010-02-04 14:16:00,0.0,,United Kingdom
496892,84857B,,-4,2010-02-04 14:17:00,0.0,,United Kingdom
496894,84873B,,-4,2010-02-04 14:17:00,0.0,,United Kingdom
496895,21081,,-5,2010-02-04 14:18:00,0.0,,United Kingdom
496897,37326,,-5,2010-02-04 14:18:00,0.0,,United Kingdom
496901,21685,,-4,2010-02-04 14:20:00,0.0,,United Kingdom
496903,21176,,-6,2010-02-04 14:44:00,0.0,,United Kingdom
496902,21053,,-6,2010-02-04 14:44:00,0.0,,United Kingdom
496906,35970,,-6,2010-02-04 14:47:00,0.0,,United Kingdom
496905,35926,,-6,2010-02-04 14:47:00,0.0,,United Kingdom
496908,79003B,,-6,2010-02-04 14:49:00,0.0,,United Kingdom
496909,84371,,-6,2010-02-04 14:49:00,0.0,,United Kingdom
496910,84904,,-6,2010-02-04 14:51:00,0.0,,United Kingdom
496936,21236,,-6,2010-02-04 17:13:00,0.0,,United Kingdom
496938,22170,,-6,2010-02-04 17:19:00,0.0,,United Kingdom
496937,20955,,-6,2010-02-04 17:19:00,0.0,,United Kingdom
496939,72140D,,-6,2010-02-04 17:20:00,0.0,,United Kingdom
496940,90060C,,-4,2010-02-04 17:21:00,0.0,,United Kingdom
496941,84427B,,-6,2010-02-04 17:22:00,0.0,,United Kingdom
496943,72805,,-1,2010-02-04 17:23:00,0.0,,United Kingdom
496950,16168S,missing,-460,2010-02-04 18:45:00,0.0,,United Kingdom
496951,15060A,,-8,2010-02-04 18:55:00,0.0,,United Kingdom
496952,21231,,-7,2010-02-04 19:02:00,0.0,,United Kingdom
496953,21382,,-7,2010-02-04 19:03:00,0.0,,United Kingdom
496954,21510,,-7,2010-02-04 19:04:00,0.0,,United Kingdom
496955,21772,,-7,2010-02-04 19:05:00,0.0,,United Kingdom
496956,47559,,-7,2010-02-04 19:06:00,0.0,,United Kingdom
496957,72671B,,-7,2010-02-04 19:07:00,0.0,,United Kingdom
496958,85207B,,-7,2010-02-04 19:09:00,0.0,,United Kingdom
496960,16132,,-8,2010-02-04 19:24:00,0.0,,United Kingdom
496964,90000C,,-7,2010-02-04 19:44:00,0.0,,United Kingdom
496965,84942,,-7,2010-02-04 19:44:00,0.0,,United Kingdom
496968,72753C,,-4,2010-02-04 19:45:00,0.0,,United Kingdom
496966,84867B,,-7,2010-02-04 19:45:00,0.0,,United Kingdom
496967,72801F,,-7,2010-02-04 19:45:00,0.0,,United Kingdom
496971,21083,,-7,2010-02-04 19:46:00,0.0,,United Kingdom
496969,47569,,-7,2010-02-04 19:46:00,0.0,,United Kingdom
496983,21057,,-8,2010-02-05 10:55:00,0.0,,United Kingdom
496984,35794,,-8,2010-02-05 11:18:00,0.0,,United Kingdom
496985,72798A,,-8,2010-02-05 11:19:00,0.0,,United Kingdom
496986,84845B,,-8,2010-02-05 11:20:00,0.0,,United Kingdom
496988,DCGS0059,,-8,2010-02-05 11:21:00,0.0,,United Kingdom
496989,20946,,-9,2010-02-05 11:22:00,0.0,,United Kingdom
496991,21005,,-9,2010-02-05 11:22:00,0.0,,United Kingdom
496993,21776,,-9,2010-02-05 11:23:00,0.0,,United Kingdom
496992,21512,,-9,2010-02-05 11:23:00,0.0,,United Kingdom
496995,44228,,-9,2010-02-05 11:35:00,0.0,,United Kingdom
496997,72739B,,-9,2010-02-05 11:38:00,0.0,,United Kingdom
496998,48169,,-9,2010-02-05 11:39:00,0.0,,United Kingdom
496999,72806,,-9,2010-02-05 11:40:00,0.0,,United Kingdom
497001,82609,,-9,2010-02-05 11:41:00,0.0,,United Kingdom
497009,21308,,-8,2010-02-05 12:35:00,0.0,,United Kingdom
